arm,merge_id,scenario_id,route_p3,p3_outcome,p3_reject_reason,p3_classification,predicted_outcome,predicted_reject_reason,predicted_classification,basis
ctl,outbrain_ob1k__8b2c257efe,outbrain_ob1k__8b2c257efe__ob1k-example_src_main_java_com_outbrain_ob1k_example_hello_server_HelloServer.java,git,conflict,textual,TN,conflict,textual,TN,unchanged
ctl,pandcorps_pandam__e736609b61,pandcorps_pandam__e736609b61__game-furguardians_src_main_java_org_pandcorps_furguardians_FurGuardiansGame.java,git,clean,,TP,clean,,TP,unchanged
ctl,poetix_protonpack__2ce321af89,poetix_protonpack__2ce321af89__src_main_java_com_codepoetics_protonpack_StreamUtils.java,git,clean,,TP,clean,,TP,unchanged
ctl,progether_jadventure__d4407d1e77,progether_jadventure__d4407d1e77__src_main_java_com_jadventure_game_repository_ItemRepository.java,git,clean,,TP,clean,,TP,unchanged
ctl,progether_jadventure__d62cfd35b9,progether_jadventure__d62cfd35b9__src_main_java_com_jadventure_game_menus_BattleMenu.java,git,clean,,TP,clean,,TP,unchanged
ctl,reckart_shib-http-client__536fe936a3,reckart_shib-http-client__536fe936a3__src_main_java_de_tudarmstadt_ukp_shibhttpclient_ShibHttpClient.java,git,clean,,TP,clean,,TP,unchanged
ctl,reckart_shib-http-client__8f3bd71757,reckart_shib-http-client__8f3bd71757__src_main_java_de_tudarmstadt_ukp_shibhttpclient_ShibHttpClient.java,git,clean,,TP,clean,,TP,unchanged
ctl,recommenders_rival__aa1752831e,recommenders_rival__aa1752831e__rival-examples_src_main_java_net_recommenders_rival_examples_movielens100k_CrossValidatedMahoutKNNRecommenderEvaluator.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,recommenders_rival__aa1752831e,recommenders_rival__aa1752831e__rival-examples_src_main_java_net_recommenders_rival_examples_movielens100k_TemporalSplitMahoutKNNRecommenderEvaluator.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,relayrides_pushy__43129f9c9a,relayrides_pushy__43129f9c9a__src_main_java_com_relayrides_pushy_apns_PushManager.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,relayrides_pushy__9446136376,relayrides_pushy__9446136376__src_main_java_com_relayrides_pushy_apns_ApnsClientThread.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,renepickhardt_generalized-language-modeling-toolkit__f8105ddc44,renepickhardt_generalized-language-modeling-toolkit__f8105ddc44__src_de_typology_utils_Config.java,git,clean,,TP,clean,,TP,unchanged
ctl,richardwarburton_lambda-behave__8695b13525,richardwarburton_lambda-behave__8695b13525__lambda-behave_src_main_java_com_insightfullogic_lambdabehave_BehaveRunner.java,git,clean,,TP,clean,,TP,unchanged
ctl,sachin-handiekar_jinstagram__210897a17d,sachin-handiekar_jinstagram__210897a17d__src_main_java_org_jinstagram_realtime_Constants.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,sachin-handiekar_jinstagram__210897a17d,sachin-handiekar_jinstagram__210897a17d__src_main_java_org_jinstagram_realtime_InstagramSubscription.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,sander2798_enderstone__4cf9ea9f17,sander2798_enderstone__4cf9ea9f17__src_org_enderstone_server_Main.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,sander2798_enderstone__4cf9ea9f17,sander2798_enderstone__4cf9ea9f17__src_org_enderstone_server_packet_NetworkManager.java,git,clean,,TP,clean,,TP,unchanged
ctl,sander2798_enderstone__ba66c3e8b2,sander2798_enderstone__ba66c3e8b2__src_org_enderstone_server_Location.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,sander2798_enderstone__bd46a612d1,sander2798_enderstone__bd46a612d1__src_org_enderstone_server_Main.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,sandergielisse_enderstone__272bbb1c0f,sandergielisse_enderstone__272bbb1c0f__src_org_enderstone_server_inventory_CraftingInventory.java,git,clean,,TP,clean,,TP,unchanged
ctl,sandergielisse_enderstone__272bbb1c0f,sandergielisse_enderstone__272bbb1c0f__src_org_enderstone_server_inventory_PlayerInventory.java,git,clean,,TP,clean,,TP,unchanged
ctl,sandergielisse_enderstone__8e17a2983e,sandergielisse_enderstone__8e17a2983e__src_org_enderstone_server_packet_NetworkManager.java,git,clean,,TP,clean,,TP,unchanged
ctl,sandergielisse_enderstone__bae18e3ef8,sandergielisse_enderstone__bae18e3ef8__src_org_enderstone_server_entity_EnderEntity.java,git,clean,,TP,clean,,TP,unchanged
ctl,sandergielisse_enderstone__bae18e3ef8,sandergielisse_enderstone__bae18e3ef8__src_org_enderstone_server_entity_EntityMob.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,sd4324530_fastweixin__53b5138ff7,sd4324530_fastweixin__53b5138ff7__src_main_java_com_github_sd4324530_fastweixin_servlet_WeixinSupport.java,git,clean,,TP,clean,,TP,unchanged
ctl,sebfz1_wicket-jquery-ui__0f6ed11d6f,sebfz1_wicket-jquery-ui__0f6ed11d6f__wicket-kendo-ui_src_main_java_com_googlecode_wicket_kendo_ui_widget_treeview_AjaxTreeView.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,semanticvectors_semanticvectors__4dbe868ff9,semanticvectors_semanticvectors__4dbe868ff9__src_main_java_pitt_search_semanticvectors_LuceneUtils.java,git,clean,,TP,clean,,TP,unchanged
ctl,socialsensor_graphdb-benchmarks__87e995db56,socialsensor_graphdb-benchmarks__87e995db56__src_main_java_eu_socialsensor_graphdatabases_Neo4jGraphDatabase.java,git,clean,,TP,clean,,TP,unchanged
ctl,socialsensor_graphdb-benchmarks__87e995db56,socialsensor_graphdb-benchmarks__87e995db56__src_main_java_eu_socialsensor_graphdatabases_TitanGraphDatabase.java,git,clean,,TP,clean,,TP,unchanged
ctl,square_javapoet__c0f4a89bc0,square_javapoet__c0f4a89bc0__src_main_java_com_squareup_javawriter_JavaWriter.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,square_javapoet__c0f4a89bc0,square_javapoet__c0f4a89bc0__src_test_java_com_squareup_javawriter_JavaWriterTest.java,git,clean,,TP,clean,,TP,unchanged
ctl,srt_asterisk-java__99ba7cc5bd,srt_asterisk-java__99ba7cc5bd__src_main_java_org_asteriskjava_live_internal_AsteriskServerImpl.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,steveice10_mcprotocollib__ba0c6af56c,steveice10_mcprotocollib__ba0c6af56c__src_main_java_com_github_steveice10_mc_protocol_MinecraftConstants.java,mergiraf,conflict,textual,TN,conflict,textual,TN,unchanged
ctl,structr_structr__b0df448496,structr_structr__b0df448496__structr-core_src_main_java_org_structr_common_SecurityContext.java,git,clean,,TP,clean,,TP,unchanged
ctl,swagger-api_swagger-parser__2316e42a34,swagger-api_swagger-parser__2316e42a34__modules_swagger-parser_src_test_java_io_swagger_parser_OpenAPIParserTest.java,git,clean,,TP,clean,,TP,unchanged
ctl,synbiodex_libsbolj__0ceaff01a9,synbiodex_libsbolj__0ceaff01a9__core2_src_main_java_org_sbolstandard_core2_SBOLDocument.java,git,clean,,TP,clean,,TP,unchanged
ctl,syncleus_ferma__dc1fdab4a2,syncleus_ferma__dc1fdab4a2__totorom-tinkerpop2_src_main_java_org_jglue_totorom_FramedGraph.java,git,clean,,TP,clean,,TP,unchanged
ctl,t-oster_liblasercut__f64046a00a,t-oster_liblasercut__f64046a00a__src_main_java_de_thomas_oster_liblasercut_drivers_GenericGcodeDriver.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,tabulapdf_tabula-java__c603b0f4aa,tabulapdf_tabula-java__c603b0f4aa__src_main_java_technology_tabula_ObjectExtractorStreamEngine.java,git,clean,,TP,clean,,TP,unchanged
ctl,techblue_alfresco-restclient__8e71d5b8d7,techblue_alfresco-restclient__8e71d5b8d7__src_test_java_uk_co_techblue_alfresco_client_test_AlfrescoServiceTest.java,git,clean,,TP,clean,,TP,unchanged
ctl,teknux-org_jetty-bootstrap__993299fa8b,teknux-org_jetty-bootstrap__993299fa8b__src_main_java_org_genux_jettybootstrap_JettyBootstrap.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,teknux-org_jetty-bootstrap__993299fa8b,teknux-org_jetty-bootstrap__993299fa8b__src_main_java_org_genux_jettybootstrap_configuration_JettyConfiguration.java,git,clean,,TP,clean,,TP,unchanged
ctl,threeten_threeten-extra__419518c223,threeten_threeten-extra__419518c223__src_main_java_org_threeten_extra_chrono_Symmetry010Date.java,git,clean,,TP,clean,,TP,unchanged
ctl,threeten_threeten-extra__419518c223,threeten_threeten-extra__419518c223__src_test_java_org_threeten_extra_chrono_TestSymmetry010Chronology.java,git,clean,,TP,clean,,TP,unchanged
ctl,threeten_threeten-extra__f0bf686f17,threeten_threeten-extra__f0bf686f17__src_main_java_org_threeten_extra_scale_UtcInstant.java,git,clean,,TP,clean,,TP,unchanged
ctl,titokone_titokone__b4ac484b6a,titokone_titokone__b4ac484b6a__src_main_java_fi_helsinki_cs_titokone_Compiler.java,git,clean,,TP,clean,,TP,unchanged
ctl,tkelley-eg_collectd-fast-jmx__558343d132,tkelley-eg_collectd-fast-jmx__558343d132__src_main_java_org_collectd_AttributePermutation.java,git,clean,,TP,clean,,TP,unchanged
ctl,tupilabs_tap4j__99628e2c44,tupilabs_tap4j__99628e2c44__tap4j-ext_src_main_java_org_tap4j_ext_junit_listener_TapListener.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,uklimaschewski_evalex__15aa26eab7,uklimaschewski_evalex__15aa26eab7__src_com_udojava_evalex_Expression.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,unitsofmeasurement_uom-se__c2ae9d4caa,unitsofmeasurement_uom-se__c2ae9d4caa__src_main_java_tec_uom_se_AbstractUnit.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,unitsofmeasurement_uom-se__c2ae9d4caa,unitsofmeasurement_uom-se__c2ae9d4caa__src_main_java_tec_uom_se_format_SimpleUnitFormat.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,uwolfer_gerrit-rest-java-client__35856ab8bd,uwolfer_gerrit-rest-java-client__35856ab8bd__src_test_java_com_urswolfer_gerrit_client_rest_http_GerritRestClientTest.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,verhas_djcproxy__db3b9bf795,verhas_djcproxy__db3b9bf795__src_main_java_com_javax0_djcproxy_ProxySourceFactory.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,vojtechhabarta_typescript-generator__05aea6d7c1,vojtechhabarta_typescript-generator__05aea6d7c1__typescript-generator-core_src_main_java_cz_habarta_typescript_generator_ext_BeanPropertyPathExtension.java,git,clean,,TP,clean,,TP,unchanged
ctl,wokier_teh__4291bbd98f,wokier_teh__4291bbd98f__src_test_java_teh_perf_PerfTest.java,git,clean,,TP,clean,,TP,unchanged
ctl,wvengen_proguard-maven-plugin__1cc9601e1f,wvengen_proguard-maven-plugin__1cc9601e1f__src_main_java_com_github_wvengen_maven_proguard_ProGuardMojo.java,git,clean,,TP,clean,,TP,unchanged
ctl,xebia_xebium__817270a3db,xebia_xebium__817270a3db__src_main_java_com_xebia_incubator_xebium_SeleniumDriverFixture.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,yubico_ykneo-openpgp__2766bd7444,yubico_ykneo-openpgp__2766bd7444__applet_src_openpgpcard_OpenPGPApplet.java,git,clean,,TP,clean,,TP,unchanged
ctl,yubico_ykneo-openpgp__2766bd7444,yubico_ykneo-openpgp__2766bd7444__test_test_openpgpcardTest_OpenPGPAppletTest.java,mergiraf,clean,,TP,clean,,TP,unchanged
ctl,yubico_ykneo-openpgp__b145a6bdbc,yubico_ykneo-openpgp__b145a6bdbc__applet_src_openpgpcard_OpenPGPApplet.java,git,conflict,textual,FN,conflict,textual,FN,unchanged
ctl,yubico_ykneo-openpgp__b145a6bdbc,yubico_ykneo-openpgp__b145a6bdbc__applet_src_openpgpcard_PGPKey.java,git,clean,,TP,clean,,TP,unchanged
